瘤痢,斥档,篮青唱公,篮青唱公,篮青唱公,篮青唱公,篮青唱公,篮青唱公,篮青唱公,篮青唱公,篮青唱公,篮青唱公,窜浅唱公,窜浅唱公,窜浅唱公,窜浅唱公,窜浅唱公,窜浅唱公,窜浅唱公,窜浅唱公,窜浅唱公,窜浅唱公
陛魂,2002,2002-10-19,-1老,2002-10-26,-1老, , , , , , ,2002-10-19,-1老,2002-10-27,-1老, , , , , , 
陛魂,2003,2003-10-19,-1老,2003-11-11,15老, , , , , , ,2003-10-15,-5老,2003-11-15,18老, , , , , , 
陛魂,2004,2004-10-12,-8老,2004-10-20,-7老, , , , , , ,2004-10-14,-6老,2004-10-25,-3老, , , , , , 
陛魂,2005,2005-10-20,0老,2005-10-28,1老, , , , , , ,2005-10-19,-1老,2005-10-28,0老, , , , , , 
陛魂,2006,2006-10-23,3老,2006-10-30,3老, , , , , , ,2006-10-23,3老,2006-10-30,2老, , , , , , 
陛魂,2007,2007-10-26,6老,2007-11-03,7老, , , , , , ,2007-10-25,5老,2007-11-03,6老, , , , , , 
焊飞,1974,1974-10-10,-15老, , , , , , , , , , , , , , , , , , 
焊飞,1975,1975-10-17,-8老, , , , , , , , , , , , , , , , , , 
焊飞,1984,1984-10-26,1老, , , , ,1984-11-04, ,1984-11-18, , , , , , , , , , , 
焊飞,1985,1985-10-26,1老, , , , , , , , ,1985-10-30,3老, , , , , , , , 
焊飞,1986,1986-10-25,0老, , , , , , , , , , , , , , , , , , 
焊飞,1987,1987-10-22,-3老, , , , , , , , , , , , , , , , , , 
焊飞,1988,1988-10-27,2老,搬螟,—, , ,1988-11-03, ,1988-11-17, , , , , , , , , , , 
焊飞,1989,1989-10-16,-9老,1989-10-23,-13老, , ,1989-10-28, ,1989-11-11, ,1989-10-10,-17老,1989-10-26,-13老, , ,1989-11-03, ,1989-11-14, 
焊飞,1990,1990-10-26,1老,1990-10-31,-5老, , ,1990-11-07, ,1990-11-17, ,1990-10-20,-7老,1990-10-27,-12老, , ,1990-11-05, ,1990-11-15, 
焊飞,1991,1991-10-17,-8老,1991-10-26,-10老, , ,1991-11-04, ,1991-11-14, ,1991-10-17,-10老,1991-10-26,-13老, , ,1991-11-04, ,1991-11-14, 
焊飞,1992,1992-10-15,-10老,1992-10-25,-11老, , ,1992-11-04, ,1992-11-10, ,1992-10-15,-12老,1992-10-25,-14老, , ,1992-11-04, ,1992-11-10, 
焊飞,1993,1993-10-26,1老,1993-11-02,-3老, , ,1993-11-08, ,1993-11-12, ,1993-10-27,0老,1993-11-03,-5老, , ,1993-11-08, ,1993-11-12, 
焊飞,1994,1994-10-27,2老,1994-11-04,-1老, , ,1994-11-09, ,1994-11-13, ,1994-10-29,2老,1994-11-04,-4老, , ,1994-11-09, ,1994-11-13, 
焊飞,1995,1995-10-25,0老,1995-11-03,-2老, , , , , , ,1995-10-28,1老,1995-11-04,-4老, , , , , , 
焊飞,1996,1996-10-26,1老,1996-10-31,-5老, , , , , , ,1996-10-26,-1老,1996-11-01,-7老, , , , , , 
焊飞,1997,1997-10-15,-10老,1997-10-21,-15老, , , , , , ,1997-10-17,-10老,1997-10-24,-15老, , , , , , 
焊飞,1998,1998-10-27,2老,1998-11-09,4老, , , , , , ,1998-10-29,2老,1998-11-14,6老, , , , , , 
焊飞,1999,1999-10-25,0老,1999-11-06,1老, , , , , , ,1999-10-26,-1老,1999-11-07,-1老, , , , , , 
焊飞,2000,2000-10-20,-5老,2000-11-03,-2老, , , , , , ,2000-10-22,-5老,2000-11-08,0老, , , , , , 
焊飞,2001,2001-10-31,6老,2001-11-18,13老, , , , , , ,2001-10-26,-1老,2001-11-08,0老, , , , , , 
焊飞,2002,2002-10-31,6老,2002-11-08,3老, , , , , , ,2002-10-30,3老,2002-11-14,6老, , , , , , 
焊飞,2003,2003-10-28,3老,2003-11-09,4老, , , , , , ,2003-11-02,6老,2003-11-13,5老, , , , , , 
焊飞,2004,2004-11-01,7老,2004-11-11,6老, , , , , , ,2004-11-04,8老,2004-11-14,6老, , , , , , 
焊飞,2005,2005-10-31,6老,2005-11-08,3老, , , , , , ,2005-11-04,8老,2005-11-15,7老, , , , , , 
焊飞,2006,2006-11-01,7老,2006-11-17,12老, , , , , , ,2006-11-03,7老,2006-11-17,9老, , , , , , 
焊飞,2007,2007-11-02,8老,2007-11-13,8老, , , , , , ,2007-11-05,9老,2007-11-19,11老, , , , , , 
焊飞,2008,2008-10-26,1老,2008-11-04,-1老, , , , , , ,2008-11-01,5老,2008-11-18,10老, , , , , , 
焊飞,2009,2009-10-05,-20老,2009-10-23,-13老, , , , , , ,2009-10-23,-4老,2009-11-02,-6老, , , , , , 
焊飞,2010,2010-10-24,-1老,2010-11-11,6老, , , , , , ,2010-10-24,-3老,2010-11-15,7老, , , , , , 
焊飞,2011,2011-10-18,-7老,2011-11-01,-4老, , , , , , ,2011-10-18,-9老,2011-11-01,-7老, , , , , , 
焊飞,2012,2012-10-28,3老,2012-11-03,-2老, , , , , , ,2012-10-28,1老,2012-11-03,-5老, , , , , , 
焊飞,2013,2013-10-29,4老,2013-11-03,-2老, , , , , , ,2013-10-29,2老,2013-11-04,-4老, , , , , , 
焊飞,2014,2014-10-30,5老,2014-11-06,1老, , , , , , ,2014-10-30,3老,2014-11-06,-2老, , , , , , 
何咯,1988,1988-10-20,-3老,搬螟,—, , ,1988-10-28, ,搬螟,—, , , , , , , , , , 
何咯,1989,1989-10-17,-6老,搬螟,—, , ,1989-10-30, ,搬螟,—,1989-10-17,-5老,搬螟,—, , ,1989-10-30, ,搬螟,—
何咯,1990,1990-10-22,-1老,搬螟,—, , ,搬螟,—,搬螟,—,1990-10-22,0老,搬螟,—, , ,搬螟,—,搬螟,—
何咯,1991,1991-10-20,-3老,1991-10-25,-6老, , , , , , ,1991-10-20,-2老,搬螟,—, , , , , , 
何咯,1992,1992-10-22,-1老,1992-11-02,2老, , , , , , ,1992-10-21,-1老,1992-11-01,0老, , , , , , 
何咯,1993,1993-10-25,2老,1993-10-31,0老, , , , , , ,1993-10-24,2老,1993-10-30,-2老, , , , , , 
何咯,1994,1994-10-22,-1老,1994-10-30,-1老, , , , , , ,1994-10-24,2老,1994-10-30,-2老, , , , , , 
何咯,1995,1995-10-24,1老,1995-11-01,1老, , , , , , ,1995-10-26,4老,1995-11-01,0老, , , , , , 
何咯,1996,1996-10-21,-2老,1996-11-02,2老, , , , , , ,1996-10-25,3老,1996-11-03,2老, , , , , , 
何咯,1997,1997-10-18,-5老,1997-10-25,-6老, , , , , , ,1997-10-15,-7老,1997-10-26,-6老, , , , , , 
何咯,1998,1998-10-26,3老,1998-11-08,8老, , , , , , ,1998-10-26,4老,1998-11-09,8老, , , , , , 
何咯,1999,1999-10-26,3老,1999-11-10,10老, , , , , , ,1999-10-23,1老,1999-11-13,12老, , , , , , 
何咯,2000,2000-10-22,-1老,2000-10-25,-6老, , , , , , ,2000-10-20,-2老,2000-10-26,-6老, , , , , , 
何咯,2001,2001-10-23,0老,2001-10-28,-3老, , ,2001-10-30, , , ,2001-10-25,3老,2001-10-30,-2老, , ,2001-11-03, , , 
何咯,2002,2002-10-19,-4老,2002-10-28,-3老, , , , , , ,2002-10-19,-3老,2002-10-28,-4老, , , , , , 
何咯,2003,2003-10-19,-4老,2003-10-29,-2老, , , , , , ,2003-10-19,-3老,2003-10-29,-3老, , , , , , 
何咯,2004,2004-10-20,-3老,2004-10-30,-1老, , , , , , ,2004-10-20,-2老,2004-10-30,-2老, , , , , , 
何咯,2005,2005-10-21,-2老,2005-10-31,0老, , , , , , ,2005-10-22,0老,2005-10-31,-1老, , , , , , 
何咯,2006,2006-10-27,4老,2006-11-05,5老, , , , , , ,2006-10-22,0老,2006-11-03,2老, , , , , , 
何咯,2007,2007-10-24,1老,2007-10-31,0老, , , , , , ,2007-10-24,2老,2007-10-31,-1老, , , , , , 
何咯,2008,搬螟,—,搬螟,—, , , , , , ,搬螟,—,搬螟,—, , , , , , 
辑魂,1974,1974-10-15,-9老, , , , , , , , , , , , , , , , , , 
辑魂,1980, , , , , , , , , , , , ,1980-11-13,9老, , , , , , 
辑魂,1985,1985-10-07,-17老,1985-10-23,-9老, , , , , , , , , , , , , , , , 
辑魂,1986,1986-10-08,-16老,1986-10-24,-8老, , , , , , , , , , , , , , , , 
辑魂,1987,1987-10-18,-6老, , , , , , , , , , , , , , , , , , 
辑魂,1989,1989-10-24,0老,1989-10-29,-3老, , ,1989-11-07, ,1989-11-13, ,1989-10-17,-9老,1989-10-30,-5老, , , , , , 
辑魂,1990,1990-10-31,7老,1990-11-04,3老, , ,搬螟,—,1990-11-05, ,1990-10-31,5老,1990-11-04,0老, , ,搬螟,—,1990-11-20, 
辑魂,1991,1991-10-12,-12老,1991-10-28,-4老, , , , , , ,1991-10-14,-12老,1991-10-24,-11老, , , , , , 
辑魂,1993,1993-10-26,2老,1993-11-02,1老, , , , , , ,1993-10-26,0老,1993-11-02,-2老, , , , , , 
辑魂,1994,1994-10-27,3老,1994-11-03,2老, , , , , , ,1994-10-27,1老,1994-11-03,-1老, , , , , , 
辑魂,1995,1995-10-29,5老,1995-11-04,3老, , , , , , ,1995-10-29,3老,1995-11-04,0老, , , , , , 
辑魂,1996,1996-10-26,2老,1996-11-02,1老, , , , , , ,1996-10-27,1老,1996-11-03,-1老, , , , , , 
辑魂,1997,1997-10-16,-8老,1997-10-22,-10老, , , , , , ,1997-10-18,-8老,1997-10-24,-11老, , , , , , 
辑魂,1998,1998-10-22,-2老,1998-11-05,4老, , , , , , ,1998-10-26,0老,1998-11-05,1老, , , , , , 
辑魂,1999,1999-10-23,-1老,1999-11-06,5老, , , , , , ,1999-10-25,-1老,1999-11-07,3老, , , , , , 
辑魂,2000,2000-10-23,-1老,2000-10-31,-1老, , , , , , ,2000-10-23,-3老,2000-10-31,-4老, , , , , , 
辑魂,2001,2001-10-23,-1老,2001-10-29,-3老, , , , , , ,2001-10-23,-3老,2001-10-29,-6老, , , , , , 
辑魂,2002,2002-10-20,-4老,2002-10-25,-7老, , , , , , ,2002-10-23,-3老,2002-10-31,-4老, , , , , , 
辑魂,2003,2003-10-26,2老,2003-11-03,2老, , , , , , ,2003-10-28,2老,2003-11-07,3老, , , , , , 
辑魂,2004,2004-10-23,-1老,2004-10-29,-3老, , , , , , ,2004-10-25,-1老,2004-11-02,-2老, , , , , , 
辑魂,2005,2005-10-19,-5老,2005-10-26,-6老, , , , , , ,2005-10-22,-4老,2005-10-30,-5老, , , , , , 
辑魂,2006,2006-10-27,3老,2006-11-05,4老, , , , , , ,2006-10-29,3老,2006-11-10,6老, , , , , , 
辑魂,2007,2007-10-31,7老,2007-11-05,4老, , , , , , ,2007-11-03,8老,2007-11-08,4老, , , , , , 
辑魂,2008,2008-10-26,2老,2008-11-05,4老, , , , , , ,2008-11-01,6老,2008-11-08,4老, , , , , , 
辑魂,2009,2009-10-21,-3老,2009-11-02,1老, , , , , , ,2009-10-21,-5老,2009-11-06,2老, , , , , , 
辑魂,2010,2010-10-25,1老,2010-11-03,2老, , , , , , ,2010-10-25,-1老,2010-11-03,-1老, , , , , , 
辑魂,2011,2011-10-20,-4老,2011-10-27,-5老, , , , , , ,2011-10-23,-3老,2011-10-30,-5老, , , , , , 
辑魂,2012,2012-10-22,-2老,2012-10-30,-2老, , , , , , ,2012-10-28,2老,2012-11-06,2老, , , , , , 
辑魂,2013,2013-10-22,-2老,2013-10-29,-3老, , , , , , ,2013-10-22,-4老,2013-11-01,-3老, , , , , , 
辑魂,2014,2014-10-26,2老,2014-11-03,2老, , , , , , ,2014-10-30,4老,2014-11-10,6老, , , , , , 
辑魂,2015,2015-10-19,-5老,2015-11-02,1老, , , , , , ,2015-10-24,-2老,2015-11-06,2老, , , , , , 
辑魂,2016,2016-10-24,0老,2016-11-07,6老, , , , , , ,2016-10-30,4老,2016-11-11,7老, , , , , , 
辑魂,2017,2017-10-26,2老, , , , , , , , ,2017-10-27,1老, , , , , , , , 
玫救,1989,1989-10-19,-4老,1989-10-23,-8老, , ,1989-10-26, ,搬螟,—,1989-10-24,2老,1989-10-28,-3老, , ,1989-11-04, ,搬螟,—
玫救,1990,1990-10-17,-6老,1990-10-22,-9老, , ,1990-10-25, ,1990-10-30, ,1990-10-21,-1老,1990-10-29,-2老, , ,1990-11-08, ,1990-11-14, 
玫救,1991,1991-10-21,-2老,1991-10-24,-7老, , , , , , ,1991-10-22,0老,1991-10-27,-4老, , , , , , 
玫救,1992,1992-10-21,-2老,1992-10-26,-5老, , , , , , ,1992-10-21,-1老,1992-10-27,-4老, , , , , , 
玫救,1993,1993-10-17,-6老,1993-10-23,-8老, , , , , , ,1993-10-19,-3老,1993-10-26,-5老, , , , , , 
玫救,1994,1994-10-16,-7老,1994-10-24,-7老, , , , , , ,1994-10-19,-3老,1994-10-28,-3老, , , , , , 
玫救,1995,1995-10-20,-3老,1995-10-26,-5老, , , , , , ,1995-10-26,4老,1995-11-02,2老, , , , , , 
玫救,1996,1996-10-21,-2老,1996-10-27,-4老, , , , , , ,1996-10-21,-1老,1996-11-03,3老, , , , , , 
玫救,1997,1997-10-14,-9老,1997-10-24,-7老, , , , , , ,1997-10-14,-8老,1997-10-24,-7老, , , , , , 
玫救,1998,1998-10-26,3老,1998-11-06,6老, , , , , , ,1998-10-26,4老,1998-11-06,6老, , , , , , 
玫救,1999,1999-10-25,2老,1999-11-03,3老, , , , , , ,1999-10-24,2老,1999-11-04,4老, , , , , , 
玫救,2000,2000-10-18,-5老,2000-10-26,-5老, , , , , , ,2000-10-18,-4老,2000-10-26,-5老, , , , , , 
玫救,2001,2001-10-21,-2老,2001-10-29,-2老, , , , , , ,2001-10-21,-1老,2001-10-29,-2老, , , , , , 
玫救,2002,2002-10-24,1老,2002-10-30,-1老, , , , , , ,2002-10-17,-5老,2002-10-26,-5老, , , , , , 
玫救,2003,2003-10-28,5老,2003-10-31,0老, , , , , , ,2003-10-24,2老,2003-10-28,-3老, , , , , , 
玫救,2004,2004-10-27,4老,2004-11-01,1老, , , , , , ,2004-10-25,3老,2004-10-28,-3老, , , , , , 
玫救,2005,2005-11-01,9老,2005-11-05,5老, , , , , , ,2005-10-30,8老,2005-11-03,3老, , , , , , 
玫救,2006,2006-10-23,0老,2006-10-30,-1老, , , , , , ,2006-10-21,-1老,2006-10-28,-3老, , , , , , 
玫救,2007,2007-10-29,6老,2007-11-10,10老, , , , , , ,2007-10-26,4老,2007-11-06,6老, , , , , , 
玫救,2008,2008-10-23,0老,2008-11-03,3老, , , , , , ,2008-10-21,-1老,2008-11-03,3老, , , , , , 
玫救,2009,2009-10-20,-3老,2009-11-01,1老, , , , , , ,2009-10-22,0老,2009-11-01,1老, , , , , , 
玫救,2010,2010-10-25,2老,2010-11-02,2老, , , , , , ,2010-10-25,3老,2010-11-02,2老, , , , , , 
玫救,2011,2011-10-22,-1老,2011-10-30,-1老, , , , , , ,2011-10-22,0老,2011-10-30,-1老, , , , , , 
玫救,2012,2012-10-23,0老,2012-10-30,-1老, , , , , , ,2012-10-23,1老,2012-10-30,-1老, , , , , , 
玫救,2013,2013-10-25,2老,2013-11-03,3老, , , , , , ,2013-10-23,1老,2013-11-01,1老, , , , , , 
玫救,2014,2014-10-23,0老,2014-11-04,4老, , , , , , ,2014-10-19,-3老,2014-10-26,-5老, , , , , , 
全己,2018,2018-10-19, ,2018-10-27, , , , , , , ,2018-10-19, ,2018-10-27, , , , , , , 
全己,2019,2019-10-26, ,2019-11-06, , , , , , , ,2019-10-18, ,2019-10-29, , , , , , , 
全己,2020,2020-10-22, ,2020-11-01, , , , , , , ,2020-10-26, ,2020-11-09, , , , , , , 
全己,2021,2021-10-31, ,2021-11-12, , , , , , , ,2021-10-31, ,2021-11-15, , , , , , , 
全己,2022,2022-10-24, ,2022-10-31, , , , , , , ,2022-10-26, ,2022-11-02, , , , , , , 
全己,2023,2023-10-26, ,2023-11-01, , , , , , , ,2023-10-30, ,2023-11-17, , , , , , , 
焊篮,1975,搬螟,—,搬螟,—, , ,1975-11-10, ,搬螟,—,搬螟,—,搬螟,—, , ,1975-11-15, ,搬螟,—
焊篮,1976,搬螟,—,搬螟,—, , ,1976-10-28, ,搬螟,—,搬螟,—,搬螟,—, , ,搬螟,—,搬螟,—
焊篮,1977,搬螟,—,搬螟,—, , ,搬螟,—,搬螟,—,搬螟,—,搬螟,—, , ,搬螟,—,搬螟,—
焊篮,1978,搬螟,—,搬螟,—, , ,搬螟,—,搬螟,—,搬螟,—,搬螟,—, , ,搬螟,—,搬螟,—
焊篮,1979,搬螟,—,搬螟,—, , ,搬螟,—,搬螟,—,搬螟,—,搬螟,—, , ,搬螟,—,搬螟,—
焊篮,1980,搬螟,—,搬螟,—, , ,搬螟,—,搬螟,—,搬螟,—,搬螟,—, , ,搬螟,—,搬螟,—
焊篮,1981,搬螟,—,搬螟,—, , ,搬螟,—,搬螟,—,搬螟,—,搬螟,—, , ,搬螟,—,搬螟,—
焊篮,1982,搬螟,—,搬螟,—, , ,搬螟,—,搬螟,—,搬螟,—,搬螟,—, , ,搬螟,—,搬螟,—
焊篮,1983,搬螟,—,搬螟,—, , ,搬螟,—,搬螟,—,搬螟,—,搬螟,—, , ,搬螟,—,搬螟,—
焊篮,1984,搬螟,—,搬螟,—, , ,搬螟,—,搬螟,—,搬螟,—,搬螟,—, , ,搬螟,—,搬螟,—
焊篮,1985,搬螟,—,搬螟,—, , ,搬螟,—,搬螟,—,搬螟,—,搬螟,—, , ,搬螟,—,搬螟,—
焊篮,1986,搬螟,—,搬螟,—, , ,搬螟,—,搬螟,—,搬螟,—,搬螟,—, , ,搬螟,—,搬螟,—
焊篮,1987,搬螟,—,搬螟,—, , ,搬螟,—,搬螟,—,搬螟,—,搬螟,—, , ,搬螟,—,搬螟,—
焊篮,1988,搬螟,—,搬螟,—, , ,搬螟,—,搬螟,—,搬螟,—,搬螟,—, , ,搬螟,—,搬螟,—
焊篮,1989,1989-10-15,-5老,1989-10-20,-8老, , ,1989-10-22, ,1989-10-31, ,1989-10-15,-5老,1989-10-24,-4老, , ,1989-10-30, ,1989-11-22, 
焊篮,1990,1990-10-24,4老,1990-11-04,7老, , ,1990-11-15, ,1990-11-20, ,1990-10-15,-5老,1990-10-29,1老, , ,1990-11-05, ,1990-11-12, 
焊篮,1991,1991-10-25,5老,1991-11-06,9老, , , , , , ,1991-10-14,-6老,1991-10-29,1老, , , , , , 
焊篮,1992,1992-10-20,0老,1992-10-30,2老, , , , , , ,1992-10-15,-5老,1992-10-26,-2老, , , , , , 
焊篮,1993,1993-10-18,-2老,1993-10-28,0老, , , , , , ,1993-10-17,-3老,1993-10-30,2老, , , , , , 
焊篮,1994,1994-10-20,0老,1994-10-29,1老, , , , , , ,1994-10-19,-1老,1994-10-29,1老, , , , , , 
焊篮,1995,1995-10-18,-2老,1995-10-28,0老, , , , , , ,1995-10-15,-5老,1995-10-26,-2老, , , , , , 
焊篮,1996,1996-10-22,2老,1996-10-25,-3老, , , , , , ,1996-10-22,2老,1996-10-25,-3老, , , , , , 
焊篮,1997,1997-10-15,-5老,1997-10-19,-9老, , , , , , ,1997-10-15,-5老,1997-10-19,-9老, , , , , , 
焊篮,1998,1998-10-22,2老,1998-10-31,3老, , , , , , ,1998-10-22,2老,1998-10-31,3老, , , , , , 
焊篮,1999,1999-10-24,4老,1999-10-30,2老, , , , , , ,1999-10-22,2老,1999-10-27,-1老, , , , , , 
焊篮,2000,2000-10-22,2老,2000-10-29,1老, , , , , , ,2000-10-21,1老,2000-10-28,0老, , , , , , 
焊篮,2001,2001-10-17,-3老,2001-10-28,0老, , , , , , ,2001-10-20,0老,2001-10-29,1老, , , , , , 
焊篮,2002,2002-10-16,-4老,2002-10-23,-5老, , , , , , ,2002-10-18,-2老,2002-10-27,-1老, , , , , , 
焊篮,2003,2003-10-18,-2老,2003-10-27,-1老, , , , , , ,2003-10-20,0老,2003-10-30,2老, , , , , , 
焊篮,2004,2004-10-17,-3老,2004-10-23,-5老, , , , , , ,2004-10-20,0老,2004-10-24,-4老, , , , , , 
焊篮,2005,2005-10-20,0老,2005-10-26,-2老, , , , , , ,2005-10-22,2老,2005-10-28,0老, , , , , , 
焊篮,2006,2006-10-17,-3老,2006-10-24,-4老, , , , , , ,2006-10-20,0老,2006-10-27,-1老, , , , , , 
焊篮,2007,2007-10-19,-1老,2007-10-27,-1老, , , , , , ,2007-10-21,1老,2007-10-31,3老, , , , , , 
焊篮,2008,2008-10-21,1老,2008-10-30,2老, , , , , , ,2008-10-24,4老,2008-11-03,6老, , , , , , 
力玫,1985,1985-10-15,0老,1985-10-20,-1老, , , , , , , , , , , , , , , , 
力玫,1986,1986-10-15,0老,1986-10-20,-1老, , , , , , , , , , , , , , , , 
力玫,1987,1987-10-13,-2老,1987-10-19,-2老, , , , , , , , , , , , , , , , 
力玫,1988,1988-10-17,2老,1988-10-21,0老, , ,1988-10-24, ,1988-11-05, , , , , , , , , , , 
力玫,1989,1989-10-15,0老,1989-10-21,0老, , ,1989-10-25, ,搬螟,—, , , , , , , , , , 
力玫,1990,1990-10-17,2老,搬螟,—, , ,搬螟,—,1990-10-31, ,1990-10-11,-4老,搬螟,—, , ,搬螟,—,1990-11-07, 
力玫,1991,1991-10-18,3老,搬螟,—, , , , , , ,1991-10-13,-2老,搬螟,—, , , , , , 
力玫,1992,1992-10-14,-1老, , , , , , , , ,1992-10-14,-1老, , , , , , , , 
力玫,1993,1993-10-12,-3老, , , , , , ,1993-10-30, ,1993-10-10,-5老, , , , , , ,1993-10-29, 
力玫,1994,1994-10-10,-5老,1994-10-15,-6老, , ,1994-10-23, ,1994-10-27, ,1994-10-09,-6老,1994-10-17,-6老, , ,1994-10-25, ,1994-10-30, 
力玫,1995,1995-10-12,-3老,1995-10-18,-3老, , , , , , ,1995-10-11,-4老,1995-10-18,-5老, , , , , , 
力玫,1996,1996-10-15,0老,1996-10-23,2老, , , , , , ,1996-10-14,-1老,1996-10-23,0老, , , , , , 
力玫,1997,1997-10-06,-9老,1997-10-16,-5老, , , , , , ,1997-10-07,-8老,1997-10-19,-4老, , , , , , 
力玫,1998,1998-10-21,6老,1998-10-29,8老, , , , , , ,1998-10-24,9老,1998-11-03,11老, , , , , , 
力玫,1999,1999-10-18,3老,1999-10-25,4老, , , , , , ,1999-10-18,3老,1999-10-26,3老, , , , , , 
力玫,2000,2000-10-17,2老,2000-10-23,2老, , , , , , ,2000-10-16,1老,2000-10-24,1老, , , , , , 
力玫,2001,2001-10-15,0老,2001-10-23,2老, , , , , , ,2001-10-16,1老,2001-10-22,-1老, , , , , , 
力玫,2002,2002-10-10,-5老,2002-10-16,-5老, , , , , , ,2002-10-14,-1老,2002-10-20,-3老, , , , , , 
力玫,2003,2003-10-11,-4老,2003-10-15,-6老, , , , , , ,2003-10-13,-2老,2003-10-19,-4老, , , , , , 
力玫,2004,2004-10-13,-2老,2004-10-17,-4老, , , , , , ,2004-10-14,-1老,2004-10-19,-4老, , , , , , 
力玫,2005,2005-10-16,1老,2005-10-20,-1老, , , , , , ,2005-10-17,2老,2005-10-22,-1老, , , , , , 
力玫,2006,2006-10-16,1老,2006-10-19,-2老, , , , , , ,2006-10-18,3老,2006-10-20,-3老, , , , , , 
力玫,2007,2007-10-24,9老,2007-10-27,6老, , , , , , ,2007-10-19,4老,2007-10-26,3老, , , , , , 
力玫,2008,2008-10-20,5老,2008-10-24,3老, , , , , , ,2008-10-24,9老,2008-10-27,4老, , , , , , 
没林,1988,1988-10-15,-8老,1988-10-25,-6老, , ,1988-11-02, ,1988-11-17, , , , , , , , , , , 
没林,1989,1989-10-09,-14老,1989-10-19,-12老, , ,1989-10-24, ,搬螟,—, , , , , , , , , , 
没林,1990,1990-10-13,-10老,1990-10-28,-3老, , ,1990-10-30, ,1990-11-09, ,1990-10-12,-10老,1990-10-19,-12老, , ,1990-11-10, ,1990-11-23, 
没林,1991,1991-10-17,-6老,1991-10-25,-6老, , , , , , ,1991-10-20,-2老,1991-10-28,-3老, , , , , , 
没林,1992,1992-10-21,-2老,1992-10-30,-1老, , , , , , ,1992-10-16,-6老,1992-10-25,-6老, , , , , , 
没林,1993,1993-10-16,-7老,1993-10-26,-5老, , , , , , ,1993-10-13,-9老,1993-10-26,-5老, , , , , , 
没林,1994,1994-10-15,-8老,1994-10-24,-7老, , , , , , ,1994-10-15,-7老,1994-10-24,-7老, , , , , , 
没林,1995,1995-10-25,2老,1995-11-02,2老, , , , , , ,1995-10-23,1老,1995-10-30,-1老, , , , , , 
没林,1996,1996-10-20,-3老,1996-10-25,-6老, , , , , , ,1996-10-18,-4老,1996-10-24,-7老, , , , , , 
没林,1997,1997-10-20,-3老,1997-10-27,-4老, , , , , , , , , , , , , , , , 
没林,1998,1998-10-25,2老,1998-11-01,1老, , , , , , ,1998-10-19,-3老,1998-10-26,-5老, , , , , , 
没林,1999,1999-10-27,4老,1999-11-02,2老, , , , , , ,1999-10-27,5老,1999-11-02,2老, , , , , , 
没林,2000,2000-10-23,0老,2000-11-01,1老, , , , , , ,2000-10-25,3老,2000-11-05,5老, , , , , , 
没林,2001,2001-10-28,5老,2001-11-02,2老, , , , , , ,2001-10-27,5老,2001-11-03,3老, , , , , , 
没林,2002,2002-10-22,-1老,2002-10-26,-5老, , , , , , ,2002-10-22,0老,2002-10-29,-2老, , , , , , 
没林,2003,2003-10-21,-2老,2003-10-28,-3老, , , , , , ,2003-10-21,-1老,2003-10-28,-3老, , , , , , 
没林,2004,2004-10-22,-1老,2004-10-29,-2老, , , , , , ,2004-10-19,-3老,2004-10-26,-5老, , , , , , 
没林,2005,2005-10-18,-5老,2005-10-26,-5老, , , , , , ,2005-10-20,-2老,2005-10-28,-3老, , , , , , 
没林,2006,2006-10-24,1老,2006-11-01,1老, , , , , , ,2006-10-24,2老,2006-11-01,1老, , , , , , 
没林,2007,2007-10-25,2老,2007-11-02,2老, , , , , , ,2007-10-25,3老,2007-11-02,2老, , , , , , 
没林,2008,2008-10-23,0老,2008-11-01,1老, , , , , , ,2008-10-23,1老,2008-11-01,1老, , , , , , 
没林,2009,2009-10-22,-1老,2009-10-31,0老, , , , , , ,2009-10-23,1老,2009-10-31,0老, , , , , , 
没林,2010,2010-10-25,2老,2010-11-03,3老, , , , , , ,2010-10-25,3老,2010-11-02,2老, , , , , , 
没林,2011,2011-10-23,0老,2011-10-30,-1老, , , , , , ,2011-10-23,1老,2011-10-30,-1老, , , , , , 
没林,2012,2012-10-23,0老,2012-10-30,-1老, , , , , , ,2012-10-23,1老,2012-10-30,-1老, , , , , , 
没林,2013,2013-10-19,-4老,2013-11-01,1老, , , , , , ,2013-10-19,-3老,2013-11-01,1老, , , , , , 
没林,2014,2014-10-19,-4老,2014-11-02,2老, , , , , , ,2014-10-19,-3老,2014-11-02,2老, , , , , , 
没林,2015,2015-10-19,-4老,2015-10-31,0老, , , , , , ,2015-10-19,-3老,2015-10-31,0老, , , , , , 
没林,2016,2016-10-27,4老,2016-11-03,3老, , , , , , ,2016-10-21,-1老,2016-11-03,3老, , , , , , 
没林,2017,2017-10-26,3老,2017-11-05,5老, , , , , , ,2017-10-21,-1老,2017-11-03,3老, , , , , , 
没林,2018,2018-10-18,-5老,2018-10-31,0老, , , , , , ,2018-10-17,-5老,2018-11-01,1老, , , , , , 
没林,2019,2019-11-01,9老,2019-11-06,6老, , , , , , ,2019-10-25,3老,2019-11-06,6老, , , , , , 
没林,2020,2020-10-29,6老,2020-11-03,3老, , , , , , ,2020-10-28,6老,2020-11-06,6老, , , , , , 
没林,2021,2021-11-03,11老,2021-11-09,9老, , , , , , ,2021-11-06,15老,2021-11-16,16老, , , , , , 
